Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes95__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes95	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	95.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes97__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes97	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	97.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTOblique__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTOblique	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208	104	104	72	0.1002	0.000389997	208	90	False	LAS+	dwi	3.0	72	129.0	True	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTPhaseEncodingDirectioni__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTPhaseEncodingDirectioni	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	104	104	72	0.1002	0.000389997	2	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	1.0	i	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTTotalReadoutTimeC1NSliceTimes0__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTTotalReadoutTimeC1NSliceTimes0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8	104	104	72	0.1002	0.000414993	8	90	False	LAS+	dwi	3.0	0	129.0	False	2.0	1.0	j-	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.7999954223632812
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTTotalReadoutTimeC1NSliceTimes0Oblique__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTTotalReadoutTimeC1NSliceTimes0Oblique	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	875	104	104	72	0.1002	0.000414993	875	90	False	LAS+	dwi	3.0	0	129.0	True	2.0	1.0	j-	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.7999974489212036
VARIANTEchoTimeC0EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC0TotalReadoutTimeC1Dim1Size96Dim2Size96VoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C4				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1a__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1a	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	96	96	72	0.0946	0.000739978	9	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	0.75	i	4.5	0.0702979	False	2.0	2.0	2.0
VARIANTEchoTimeC0EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC0TotalReadoutTimeC1Dim1Size96Dim2Size96ObliquityTrueVoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C4				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1b__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1b	1								1	96	96	72	0.0938	0.00071998	1	90	False	LAS+	dwi	3.0	72	103.0	False	2.0	0.75	j-	4.5	0.0683981	False	2.0	2.0	2.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1c__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1c	1								1	96	96	72	0.0938	0.00071998	1	90	False	LAS+	dwi	3.0	72	96.0	False	2.0	0.75	j-	4.5	0.0683981	False	2.0	2.0	2.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1d__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1d	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	96	96	72	0.0938	0.00071998	12	90	False	LAS+	dwi	3.0	72	129.0	True	2.0	0.75	j-	4.5	0.0683981	False	2.0	2.0	2.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1e__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1e	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271	96	96	72	0.0938	0.00071998	271	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	0.75	j-	4.5	0.0683981	False	2.0	2.0	2.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1f__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1f	1								1	96	96	72	0.0946	0.000739978	1	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	0.75	j-	4.5	0.0702979	False	2.0	2.0	2.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1g__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1g	1								1	140	140	81	0.089	0.000669999	1	90	False	LAS+	dwi	3.0	0	129.0	True	2.0	0.75	j-	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.6999999284744265
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1h__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1h	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	140	140	81	0.089	0.000669999	50	90	False	LAS+	dwi	3.0	0	129.0	False	2.0	0.75	j-	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.6999969482421875
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1i__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1i	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	140	140	81	0.089	0.000669999	3	90	False	LAS+	dwi	3.0	81	129.0	False	2.0	0.75	j-	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.7000000476837158
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1j__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar1j	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	96	96	72	0.0938	0.00071998	2	90	False	LAS+	dwi	3.0	72	65.0	False	2.0	0.75	j-	3.533	0.0683981	False	2.0	2.0	2.0
VARIANTPhaseEncodingDirectioniTotalReadoutTimeC1NSliceTimes0ObliquityTrueImageOrientationPSR				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar2__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVar2	1								1	104	104	72	0.1002	0.000414993	1	90	False	PSR+	dwi	3.0	0	129.0	True	2.0	1.0	i	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.799995183944702
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVoxelSizeDim1C3VoxelSizeDim2C3__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTVoxelSizeDim1C3VoxelSizeDim2C3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	104	104	72	0.1002	0.000389997	2	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.826923131942749	1.826923131942749	1.7999999523162842
				datatype-fmap_fmap-magnitude1_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_suffix-magnitude1	1	0.0		0.0		0.0	0.0	0.0	313	64	64	42	0.00328		313	90	False	LAS+	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
				datatype-fmap_fmap-magnitude1_suffix-magnitude1_acquisition-VARIANTPlumb__1	datatype-fmap_fmap-magnitude1_suffix-magnitude1_acquisition-VARIANTPlumb	1	0.0		0.0		0.0	0.0	0.0	27	64	64	42	0.00328		27	90	False	LAS+	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
				datatype-fmap_fmap-magnitude2_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_suffix-magnitude2	1	0.0		0.0		0.0	0.0	0.0	313	64	64	42	0.00804		313	90	False	LAS+	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
				datatype-fmap_fmap-magnitude2_suffix-magnitude2_acquisition-VARIANTPlumb__1	datatype-fmap_fmap-magnitude2_suffix-magnitude2_acquisition-VARIANTPlumb	1	0.0		0.0		0.0	0.0	0.0	27	64	64	42	0.00804		27	90	False	LAS+	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
				datatype-fmap_fmap-phasediff_suffix-phasediff__1	datatype-fmap_fmap-phasediff_suffix-phasediff	1	0.0		0.0		0.0	0.0	0.0	313	64	64	42	0.00804		313	90	False	LAS+	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
				datatype-fmap_fmap-phasediff_suffix-phasediff_acquisition-VARIANTPlumb__1	datatype-fmap_fmap-phasediff_suffix-phasediff_acquisition-VARIANTPlumb	1	0.0		0.0		0.0	0.0	0.0	27	64	64	42	0.00804		27	90	False	LAS+	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
